ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
10319,250000.0,2,1,2,30
28702,250000.0,2,2,1,45
10326,200000.0,2,2,2,31
2965,140000.0,2,1,2,27
1877,220000.0,2,1,1,41
25993,80000.0,1,2,2,27
14943,100000.0,2,3,2,48
3411,110000.0,1,2,2,26
136,50000.0,1,1,1,40
27583,50000.0,2,2,1,36
29858,160000.0,2,1,1,53
7116,20000.0,2,3,2,52
10944,190000.0,2,2,2,24
22014,180000.0,2,2,2,23
10845,320000.0,2,1,2,31
29926,120000.0,1,1,1,43
12809,500000.0,1,2,1,41
10862,170000.0,1,1,2,31
23924,10000.0,1,2,2,24
4878,90000.0,2,2,1,25
3037,390000.0,2,2,2,28
14776,240000.0,1,1,2,57
6345,10000.0,2,1,2,29
24765,360000.0,2,1,2,31
20436,260000.0,2,3,1,54
3916,180000.0,2,2,2,29
13952,310000.0,2,2,1,43
9260,100000.0,2,2,1,32
23948,20000.0,1,2,2,24
11516,10000.0,1,2,1,56
27592,30000.0,2,2,2,24
14552,150000.0,2,1,2,32
14962,100000.0,1,2,1,39
17256,200000.0,1,2,1,40
25624,50000.0,2,1,2,28
3374,50000.0,2,3,0,32
21690,230000.0,1,1,1,45
27981,90000.0,1,1,1,38
25890,400000.0,1,1,2,29
12723,30000.0,2,3,2,28
16159,320000.0,1,1,2,26
7323,300000.0,2,1,1,58
9777,80000.0,2,2,2,33
17336,200000.0,2,1,2,27
90,110000.0,1,2,2,40
10003,140000.0,1,1,2,28
11694,50000.0,2,2,1,45
11488,20000.0,1,2,1,38
27266,260000.0,1,2,2,32
29615,210000.0,1,2,1,33
17371,150000.0,1,2,1,40
20292,50000.0,2,1,2,27
7253,100000.0,2,1,2,23
17268,390000.0,2,2,2,31
21335,470000.0,2,2,2,30
24573,50000.0,1,2,3,41
28690,90000.0,1,3,3,34
13702,240000.0,1,1,1,50
18471,220000.0,2,1,2,29
29481,50000.0,1,2,2,29
23334,70000.0,1,2,2,36
17719,100000.0,1,2,2,38
29042,70000.0,1,2,1,47
10459,80000.0,2,3,1,31
18859,210000.0,2,1,2,25
10137,280000.0,1,1,2,34
21790,200000.0,2,2,2,26
7076,90000.0,1,2,2,24
6028,20000.0,1,2,2,24
25422,310000.0,2,2,2,29
10596,240000.0,2,1,1,40
640,120000.0,2,1,1,39
28732,100000.0,1,1,1,49
20024,230000.0,1,2,1,60
21382,90000.0,2,3,1,38
10511,300000.0,2,1,2,31
3901,440000.0,2,2,1,40
4503,220000.0,2,2,2,31
4958,280000.0,1,2,1,39
4054,80000.0,2,2,3,52
20178,70000.0,2,3,2,28
9761,50000.0,2,2,1,26
26005,140000.0,1,1,1,43
13319,210000.0,2,1,2,30
2813,50000.0,1,3,3,55
17332,500000.0,1,1,2,30
22031,200000.0,2,2,2,35
1096,50000.0,1,2,1,35
20230,360000.0,2,1,2,30
10967,360000.0,2,1,2,26
11284,260000.0,2,2,2,33
14949,80000.0,2,2,1,42
3801,150000.0,2,2,3,48
7655,90000.0,2,2,2,24
5814,600000.0,1,3,1,38
26956,230000.0,2,5,2,52
14516,30000.0,2,2,1,28
3918,300000.0,2,2,2,41
21864,360000.0,2,3,2,34
5530,200000.0,1,1,1,40
22976,370000.0,2,2,2,39
22041,600000.0,2,1,2,36
29476,500000.0,2,1,2,45
8087,130000.0,2,3,1,49
11865,60000.0,1,2,1,42
28934,310000.0,2,2,1,44
7999,70000.0,1,2,2,25
14508,140000.0,2,1,2,30
27742,50000.0,2,1,2,27
16696,20000.0,2,3,2,53
28543,230000.0,1,1,2,36
17936,50000.0,1,2,1,49
20168,20000.0,1,2,2,30
14606,160000.0,2,5,1,38
13401,80000.0,1,2,2,27
21836,20000.0,2,1,2,23
23915,260000.0,2,2,1,49
20628,180000.0,2,1,1,45
14762,130000.0,2,3,1,34
18990,200000.0,1,2,1,54
12989,50000.0,2,2,2,24
6419,100000.0,2,3,1,45
6369,270000.0,1,1,2,29
26040,260000.0,1,2,1,50
2017,80000.0,1,2,2,33
25411,50000.0,2,3,1,51
3322,210000.0,1,1,1,39
11803,360000.0,1,1,1,38
13133,200000.0,1,1,2,36
10467,30000.0,1,2,2,26
24627,300000.0,2,1,2,29
29330,320000.0,2,2,2,33
24659,80000.0,2,3,1,67
14487,30000.0,2,2,1,35
20177,220000.0,2,1,1,48
22522,100000.0,1,1,2,27
29973,80000.0,2,1,1,44
14082,230000.0,2,1,1,41
3567,330000.0,2,1,2,27
13445,380000.0,2,3,2,51
20794,50000.0,2,2,1,42
25928,80000.0,1,1,1,45
20464,200000.0,2,1,1,40
21282,30000.0,1,1,2,35
3014,240000.0,2,1,2,28
21103,180000.0,1,2,1,34
9065,140000.0,2,3,1,39
26241,20000.0,2,1,2,23
16012,230000.0,2,3,2,34
26688,100000.0,2,1,2,25
19441,200000.0,1,1,1,36
14965,170000.0,2,1,2,30
15387,410000.0,1,1,1,37
4702,500000.0,1,3,2,44
28397,50000.0,1,3,1,58
5583,210000.0,2,2,1,42
11462,20000.0,2,3,1,38
1271,50000.0,2,2,1,55
19171,20000.0,1,2,1,62
18615,110000.0,1,1,2,27
729,120000.0,2,2,1,37
16480,200000.0,2,3,1,30
16659,380000.0,1,2,2,32
14834,150000.0,2,2,1,40
1168,100000.0,2,2,1,23
2413,340000.0,2,1,1,36
3671,60000.0,1,1,2,28
3312,140000.0,2,3,1,42
7081,150000.0,1,4,2,29
24839,20000.0,1,3,2,26
6716,240000.0,2,1,2,26
17784,100000.0,1,2,2,22
4606,330000.0,1,1,2,39
21370,170000.0,1,2,1,42
13387,320000.0,2,2,2,31
20158,350000.0,2,1,2,31
22297,150000.0,1,2,1,57
4548,150000.0,2,3,1,65
18716,70000.0,2,1,2,25
4314,200000.0,1,4,1,35
16272,180000.0,1,1,1,38
9265,80000.0,2,2,2,48
21179,230000.0,1,1,1,38
6780,360000.0,2,1,2,26
7911,230000.0,1,2,1,36
17819,50000.0,1,1,2,28
21573,20000.0,1,2,2,34
8061,400000.0,1,1,1,35
26380,50000.0,2,1,2,25
8846,80000.0,2,2,1,29
1743,150000.0,2,3,1,43
19599,260000.0,2,2,1,38
17177,150000.0,2,2,2,27
209,470000.0,1,1,1,40
26918,20000.0,2,2,2,45
27238,110000.0,1,1,2,29
2090,20000.0,1,3,1,38
3125,70000.0,2,1,2,27
19163,130000.0,2,2,2,25
504,30000.0,1,3,1,46
23356,220000.0,1,3,2,30
22458,150000.0,2,1,1,35
23111,50000.0,2,2,1,43
11583,240000.0,1,2,2,26
15042,80000.0,2,3,1,42
15748,220000.0,1,3,1,42
10566,300000.0,2,1,2,27
15568,240000.0,2,2,1,43
26503,200000.0,2,1,2,32
15969,50000.0,1,2,1,23
10754,130000.0,1,1,2,37
20887,90000.0,2,3,1,53
11503,280000.0,2,1,1,57
16038,20000.0,1,2,1,54
6650,470000.0,2,1,2,27
21162,120000.0,1,1,2,34
4514,70000.0,2,3,1,33
7339,50000.0,2,2,2,24
20603,20000.0,1,3,1,26
13708,240000.0,2,1,2,39
2554,50000.0,1,1,2,29
10766,30000.0,1,2,2,29
6033,330000.0,2,2,2,28
8940,200000.0,2,2,1,29
14769,150000.0,2,1,1,46
19276,50000.0,2,1,2,52
29757,30000.0,1,2,2,30
25066,240000.0,2,3,2,33
21522,300000.0,1,2,2,38
21933,340000.0,1,1,2,36
5272,30000.0,2,2,2,22
10752,170000.0,2,1,1,30
9760,20000.0,2,2,1,41
24461,80000.0,2,2,1,33
367,200000.0,2,2,2,29
11782,500000.0,1,2,2,31
3951,290000.0,2,2,1,32
4303,330000.0,1,1,1,42
3349,150000.0,2,3,2,39
6277,50000.0,2,2,2,27
12578,50000.0,1,1,1,37
9706,90000.0,2,2,2,28
752,150000.0,2,1,2,27
23154,240000.0,1,2,1,31
12630,130000.0,2,1,1,40
17010,140000.0,1,2,1,35
29465,140000.0,1,1,2,37
29447,500000.0,2,1,2,27
24427,180000.0,1,1,1,48
20984,70000.0,1,2,2,41
9293,110000.0,2,2,2,25
29091,200000.0,2,1,2,31
23376,80000.0,2,3,1,46
3526,310000.0,2,2,2,28
18244,50000.0,2,1,2,29
19965,20000.0,1,3,2,27
1416,300000.0,2,1,2,26
14373,70000.0,2,3,1,48
15684,50000.0,2,3,2,30
8019,80000.0,1,2,2,26
12181,200000.0,2,3,1,67
5827,430000.0,2,2,2,50
6257,500000.0,2,1,1,33
9308,360000.0,2,2,1,61
11320,130000.0,2,2,2,33
12566,230000.0,2,2,2,24
530,60000.0,2,2,1,27
14189,210000.0,1,1,1,31
27111,50000.0,2,1,2,26
2256,120000.0,1,1,2,34
28688,30000.0,1,2,2,34
16281,230000.0,2,2,2,30
1980,70000.0,2,1,1,28
7191,330000.0,2,2,2,27
25261,50000.0,2,3,1,31
25578,300000.0,2,2,1,34
13080,30000.0,2,2,2,42
27248,50000.0,1,2,1,43
11471,260000.0,1,1,1,30
12300,50000.0,1,2,2,30
9680,490000.0,1,1,1,43
14362,70000.0,2,1,2,27
19728,20000.0,1,3,2,62
10069,320000.0,2,1,1,46
10796,130000.0,1,3,1,49
18249,340000.0,1,2,1,35
12271,200000.0,2,1,2,28
29208,230000.0,2,3,1,47
11038,80000.0,2,2,2,24
26518,150000.0,2,1,1,31
25106,90000.0,1,2,1,39
23272,610000.0,2,2,1,39
22741,210000.0,1,2,1,29
19291,20000.0,1,1,2,33
1613,80000.0,2,2,1,39
10385,230000.0,2,1,1,42
26237,500000.0,2,1,1,36
2296,90000.0,2,3,1,50
15027,340000.0,1,1,1,49
6311,30000.0,1,3,1,53
13041,80000.0,2,2,1,44
24827,320000.0,1,1,1,49
7976,110000.0,2,3,2,29
8651,20000.0,2,2,2,46
439,160000.0,2,1,2,29
27537,180000.0,2,2,1,46
6011,300000.0,2,2,1,40
5020,330000.0,2,1,1,31
25865,180000.0,1,1,1,39
6522,150000.0,2,4,1,36
6056,220000.0,2,2,1,41
19413,190000.0,2,3,1,47
3849,120000.0,1,2,2,30
21949,310000.0,2,3,2,38
6557,160000.0,2,2,2,29
26367,60000.0,2,2,2,23
24822,10000.0,1,3,1,36
8721,150000.0,2,1,2,30
26144,410000.0,2,2,2,42
7805,150000.0,2,1,2,32
313,80000.0,2,2,2,27
6331,280000.0,2,2,2,28
24382,220000.0,2,2,2,25
18570,150000.0,2,1,2,27
973,30000.0,2,2,1,29
25691,20000.0,1,2,2,52
715,140000.0,1,1,1,44
7993,30000.0,1,2,3,40
3547,200000.0,2,1,2,45
17950,30000.0,2,2,2,50
25225,360000.0,2,1,1,36
11573,200000.0,1,2,1,38
22531,200000.0,2,2,2,46
11605,200000.0,1,3,1,40
25361,160000.0,2,1,2,26
25735,20000.0,2,2,1,45
17998,80000.0,2,2,1,24
17319,230000.0,2,2,1,32
9468,30000.0,2,2,2,27
5433,50000.0,2,3,2,26
20823,70000.0,2,2,2,25
5345,80000.0,2,2,2,28
29962,220000.0,2,1,1,51
26739,240000.0,1,2,1,54
14409,350000.0,2,1,2,30
15222,50000.0,1,1,2,24
22563,120000.0,2,2,1,28
1808,150000.0,2,1,2,30
23089,50000.0,2,3,1,47
18445,300000.0,1,1,2,41
14627,100000.0,2,1,2,23
6081,150000.0,2,1,2,29
12941,230000.0,1,2,2,37
24815,50000.0,2,3,2,54
9544,20000.0,1,1,2,24
8192,150000.0,2,1,2,25
1388,190000.0,2,2,1,34
2561,150000.0,1,1,2,28
29769,80000.0,2,3,1,39
26721,50000.0,1,1,2,55
17393,230000.0,2,1,2,26
8761,40000.0,1,1,2,34
5180,300000.0,2,2,2,57
21401,50000.0,1,1,2,27
2155,20000.0,1,1,2,40
5383,200000.0,2,5,2,29
8499,160000.0,2,1,1,38
9792,80000.0,2,3,2,24
2292,200000.0,1,3,1,29
18171,210000.0,1,1,2,32
16322,30000.0,1,3,1,26
16930,180000.0,2,2,1,34
29086,320000.0,1,3,1,36
20697,130000.0,2,3,1,26
9903,30000.0,2,3,2,40
1099,150000.0,2,2,1,38
4720,290000.0,2,1,1,34
24687,110000.0,1,1,2,30
13689,250000.0,1,2,1,40
7604,80000.0,2,2,1,37
14060,480000.0,1,2,1,58
15491,150000.0,2,1,1,51
21578,80000.0,2,2,1,23
15287,130000.0,2,4,2,28
615,70000.0,1,3,1,50
28703,200000.0,1,2,1,28
23017,640000.0,2,1,2,41
16157,50000.0,2,2,1,37
21447,100000.0,1,3,2,47
2373,50000.0,2,2,2,23
25826,50000.0,1,2,1,40
738,140000.0,1,1,2,27
8396,160000.0,2,3,2,41
2590,230000.0,2,5,1,29
16199,100000.0,1,2,2,28
21903,50000.0,2,5,1,32
14608,90000.0,1,2,1,34
10465,20000.0,2,2,1,39
14722,150000.0,2,2,2,44
10305,50000.0,2,2,2,51
24674,20000.0,1,1,1,44
18967,90000.0,1,2,1,37
2173,200000.0,2,2,1,47
26272,140000.0,2,3,1,34
10404,80000.0,2,2,1,35
15338,130000.0,1,2,2,29
3033,50000.0,2,1,2,25
9685,440000.0,2,1,2,34
17444,150000.0,2,5,1,25
8633,230000.0,2,3,2,26
22636,40000.0,2,2,1,28
28083,60000.0,1,3,2,29
4752,50000.0,2,3,1,47
12662,60000.0,2,2,1,29
7702,50000.0,1,3,2,57
24727,170000.0,2,2,2,29
8924,240000.0,2,1,2,29
11147,20000.0,2,3,2,54
23098,10000.0,2,1,2,22
27364,330000.0,1,1,1,46
539,150000.0,2,3,1,58
7293,50000.0,2,5,1,41
25587,330000.0,1,2,1,32
23865,140000.0,2,2,1,29
26382,90000.0,2,1,2,28
14587,150000.0,2,2,2,26
19270,110000.0,2,1,1,48
3778,500000.0,1,1,1,45
28514,50000.0,2,2,2,22
25379,500000.0,2,1,2,29
13739,190000.0,2,2,1,48
23471,200000.0,1,1,3,29
11756,50000.0,1,2,1,45
11710,30000.0,2,2,2,27
22391,50000.0,2,1,2,27
15971,50000.0,1,2,2,22
776,80000.0,1,2,2,26
10947,130000.0,2,2,2,30
13750,120000.0,1,1,2,28
21205,350000.0,2,2,1,50
24125,200000.0,2,1,2,40
25821,230000.0,2,2,1,35
25621,220000.0,1,1,2,34
3744,20000.0,1,2,2,30
13514,180000.0,2,2,1,41
6693,200000.0,1,1,1,38
5244,60000.0,2,2,2,31
22959,50000.0,1,2,2,29
12389,100000.0,2,3,1,30
25753,20000.0,2,2,1,24
5114,170000.0,2,2,2,28
29488,380000.0,1,2,1,38
363,50000.0,2,2,1,26
10521,230000.0,2,2,1,30
7137,60000.0,2,2,2,24
784,50000.0,2,1,2,28
21769,200000.0,1,1,1,48
28157,50000.0,2,3,2,51
3949,20000.0,2,2,2,23
24778,140000.0,1,1,1,36
9274,30000.0,2,1,1,44
3897,500000.0,1,1,2,43
28904,10000.0,2,2,1,51
25022,30000.0,1,2,2,26
13966,70000.0,2,1,2,27
1126,120000.0,2,2,1,43
13335,380000.0,1,1,1,46
24683,50000.0,1,2,2,23
580,180000.0,2,3,2,33
24495,310000.0,2,1,1,43
13992,170000.0,2,3,1,46
27470,240000.0,2,1,2,26
10883,90000.0,2,2,2,24
24275,150000.0,1,1,2,28
8392,20000.0,1,3,3,23
8010,90000.0,2,2,2,24
7761,80000.0,2,2,1,61
7866,340000.0,1,2,1,30
22822,80000.0,2,3,1,36
6587,20000.0,2,2,1,50
22248,30000.0,1,3,2,24
28867,200000.0,2,1,2,29
22904,150000.0,1,1,2,66
7431,50000.0,2,2,2,28
13695,340000.0,2,1,1,41
7910,30000.0,2,3,1,54
7559,50000.0,1,1,2,25
17489,30000.0,1,2,1,40
17475,100000.0,2,3,1,66
222,30000.0,2,2,1,45
24789,180000.0,2,2,2,29
26611,300000.0,1,2,2,29
26213,280000.0,1,1,2,28
29781,150000.0,2,1,2,27
25948,30000.0,2,3,1,47
17863,60000.0,1,1,2,25
19541,30000.0,2,2,2,38
12046,20000.0,2,2,1,51
12055,180000.0,2,3,1,43
23838,50000.0,1,1,2,28
19405,260000.0,2,1,2,31
13857,110000.0,2,2,2,24
2563,90000.0,2,2,1,50
17205,140000.0,2,2,2,31
1323,50000.0,2,2,1,44
22893,300000.0,2,3,2,30
25448,240000.0,2,2,2,46
22545,180000.0,1,1,2,26
12682,260000.0,2,2,1,33
27404,180000.0,2,3,2,25
27865,500000.0,2,1,2,29
28164,150000.0,1,1,2,38
9406,60000.0,1,2,2,24
27282,390000.0,2,2,1,49
6689,160000.0,2,2,2,25
25045,360000.0,2,1,1,40
22407,240000.0,1,1,2,28
20646,90000.0,1,1,2,29
13749,50000.0,1,2,2,28
11326,420000.0,2,1,1,45
10252,60000.0,2,2,1,25
16346,90000.0,2,2,2,26
12696,550000.0,2,1,2,34
25492,230000.0,2,1,1,38
3876,400000.0,2,1,1,32
24540,60000.0,2,2,1,37
20703,170000.0,2,1,1,50
11453,280000.0,2,2,2,30
7841,360000.0,2,1,2,34
22750,60000.0,2,2,1,31
5398,260000.0,1,1,1,37
22319,60000.0,2,2,1,35
7128,70000.0,2,3,1,32
2828,200000.0,2,2,1,33
16870,50000.0,1,2,1,37
11051,230000.0,2,3,1,50
11033,210000.0,2,1,2,30
5104,50000.0,2,2,1,40
29513,100000.0,2,2,2,23
10287,30000.0,2,3,1,43
6656,220000.0,2,2,2,35
13212,130000.0,1,3,2,56
12199,100000.0,2,3,1,46
3857,100000.0,1,2,2,32
278,50000.0,2,1,2,25
21544,150000.0,2,5,2,36
27299,230000.0,2,5,2,45
10422,80000.0,1,3,2,44
23501,210000.0,1,1,2,36
23018,90000.0,1,1,1,30
9588,140000.0,2,1,1,35
8805,30000.0,1,2,2,28
8734,500000.0,2,2,1,38
29006,70000.0,1,3,1,34
13216,170000.0,1,1,2,33
2168,140000.0,2,3,1,35
18563,70000.0,1,1,1,42
27667,160000.0,2,2,2,25
20687,10000.0,2,2,1,49
22974,100000.0,1,3,1,67
13575,50000.0,1,3,1,43
4439,40000.0,1,1,2,35
6734,30000.0,2,3,2,38
3473,80000.0,1,1,2,31
2710,200000.0,2,1,1,45
24361,380000.0,2,1,1,40
8658,40000.0,2,1,2,24
28806,70000.0,2,2,1,31
4478,210000.0,1,2,2,30
17497,200000.0,1,1,2,40
13078,250000.0,2,3,1,53
12036,150000.0,1,1,1,56
26035,240000.0,2,1,3,29
24933,100000.0,2,1,2,26
6717,130000.0,2,3,1,42
16010,20000.0,1,1,2,28
2881,280000.0,2,2,2,35
15546,20000.0,1,2,2,23
22105,50000.0,2,2,1,42
4233,280000.0,2,2,2,24
13616,60000.0,2,2,1,28
477,80000.0,1,2,1,49
17127,160000.0,2,1,2,23
15268,50000.0,1,3,1,39
9187,490000.0,1,1,1,41
26913,250000.0,2,2,1,35
26697,50000.0,1,3,2,26
5723,150000.0,2,2,2,30
23294,420000.0,2,3,1,39
15761,530000.0,1,2,1,54
5427,100000.0,2,3,2,44
18485,300000.0,1,3,1,72
19312,100000.0,2,2,2,26
15485,440000.0,1,1,2,30
12562,30000.0,1,1,2,28
19460,50000.0,2,2,2,23
7084,30000.0,2,3,1,45
15658,30000.0,2,3,2,21
29863,50000.0,1,2,1,37
14018,60000.0,2,2,1,32
5001,100000.0,2,3,2,27
23785,180000.0,1,1,2,26
1362,350000.0,1,2,1,36
6789,50000.0,1,3,3,55
20844,50000.0,1,2,1,42
10256,250000.0,2,1,2,32
10320,180000.0,2,2,1,46
28555,90000.0,2,1,2,26
17073,230000.0,2,4,2,34
18335,350000.0,1,1,2,35
29915,180000.0,2,2,1,37
18042,230000.0,2,1,2,44
11653,50000.0,1,2,2,25
26188,50000.0,1,2,2,25
27389,90000.0,2,1,2,28
8268,80000.0,1,2,2,25
8648,350000.0,2,2,1,32
11182,170000.0,2,2,2,34
29021,30000.0,2,2,1,32
9861,150000.0,2,3,2,28
852,300000.0,2,1,2,30
18610,480000.0,1,2,1,40
13065,10000.0,2,3,1,44
15365,170000.0,2,1,1,52
26393,30000.0,2,3,1,22
14549,50000.0,1,2,2,40
27121,80000.0,1,1,2,35
23007,50000.0,2,2,2,28
28973,320000.0,1,2,2,37
5425,70000.0,2,2,1,28
24504,480000.0,2,1,2,32
6388,260000.0,2,2,1,45
29276,90000.0,2,2,1,25
21910,10000.0,1,2,2,24
6584,470000.0,2,1,1,37
24591,100000.0,1,1,2,27
21280,500000.0,2,3,1,49
4853,100000.0,2,1,2,29
19186,50000.0,2,2,1,25
13145,100000.0,2,2,2,41
10451,50000.0,2,2,1,30
8899,50000.0,1,2,1,34
15066,50000.0,1,2,2,25
7687,190000.0,2,1,3,35
22805,130000.0,2,2,2,22
12800,120000.0,2,1,2,25
10162,50000.0,1,2,2,26
6161,210000.0,1,1,2,41
23008,140000.0,2,1,2,24
25740,300000.0,2,1,1,59
1690,120000.0,2,2,2,32
3513,260000.0,1,1,2,33
23588,10000.0,1,2,2,21
24660,190000.0,2,1,1,50
4381,20000.0,1,2,1,42
995,200000.0,2,1,1,44
5119,290000.0,2,2,2,25
28172,20000.0,2,2,1,37
2040,70000.0,1,1,2,28
14598,80000.0,2,1,1,24
21970,200000.0,2,1,1,50
11633,100000.0,2,2,1,35
5429,130000.0,2,2,1,42
21035,80000.0,1,2,2,31
16416,210000.0,2,1,2,46
28743,180000.0,1,2,1,32
19261,80000.0,1,2,2,28
25081,500000.0,1,1,1,43
5121,90000.0,1,2,1,50
2418,150000.0,2,2,2,25
3697,50000.0,2,3,1,35
20322,50000.0,2,1,2,22
17655,80000.0,2,3,1,30
21561,150000.0,2,2,1,24
5834,60000.0,2,4,2,23
19044,30000.0,2,2,1,34
26803,280000.0,1,2,1,47
22654,120000.0,2,2,1,47
13659,140000.0,1,1,1,35
570,250000.0,1,1,1,58
25117,320000.0,1,2,1,35
23771,220000.0,2,2,1,48
9828,50000.0,1,3,1,58
5874,500000.0,2,2,1,43
23966,500000.0,1,3,1,46
1309,90000.0,1,2,1,42
15755,90000.0,1,3,2,50
1409,250000.0,1,3,1,34
24848,280000.0,2,2,2,33
2087,200000.0,2,1,1,27
23306,10000.0,2,2,2,33
6828,80000.0,1,1,1,40
26743,550000.0,1,5,1,37
21756,100000.0,1,3,1,35
5110,300000.0,2,1,2,26
2779,20000.0,1,2,2,56
12612,20000.0,2,2,1,41
3621,160000.0,2,2,2,38
6198,270000.0,2,1,1,44
14306,30000.0,2,2,2,22
5542,80000.0,2,2,1,36
27933,320000.0,2,5,1,46
16363,350000.0,2,1,2,32
15512,110000.0,2,1,2,28
25737,260000.0,2,1,1,38
12504,250000.0,1,1,2,32
19799,70000.0,2,5,1,23
10251,250000.0,1,1,2,29
17710,50000.0,2,2,1,31
13693,110000.0,1,1,2,25
13518,230000.0,2,1,2,26
25859,130000.0,2,1,2,32
4238,220000.0,1,1,1,39
2279,80000.0,2,2,2,24
878,280000.0,1,1,2,36
4504,80000.0,2,2,2,24
13447,130000.0,2,3,1,37
3281,230000.0,2,2,2,27
13357,20000.0,2,2,2,27
1127,400000.0,1,1,2,29
792,50000.0,1,2,2,23
14500,100000.0,2,2,2,38
20345,690000.0,2,3,2,34
14797,410000.0,1,1,1,46
986,360000.0,1,2,1,40
11780,20000.0,1,1,2,27
24378,360000.0,2,1,2,32
15441,100000.0,2,1,2,25
11859,450000.0,2,1,2,37
27951,160000.0,2,2,1,38
29706,280000.0,2,1,1,41
67,570000.0,2,1,2,30
23874,80000.0,2,1,2,24
17717,80000.0,2,2,1,36
4292,180000.0,1,1,1,31
28088,50000.0,2,1,2,42
24814,20000.0,1,2,1,38
9841,210000.0,2,2,1,46
12243,50000.0,1,2,1,47
27607,80000.0,2,1,2,25
3807,350000.0,1,3,1,31
11317,200000.0,2,2,2,33
29135,180000.0,1,2,2,36
29846,20000.0,2,1,2,29
19803,130000.0,1,1,2,30
28335,60000.0,1,1,2,29
24469,160000.0,1,3,2,53
27369,240000.0,2,2,1,37
25535,260000.0,2,2,1,48
23146,240000.0,2,2,1,34
26979,140000.0,1,1,2,27
22151,30000.0,1,5,2,23
19148,500000.0,2,1,2,46
17749,180000.0,1,3,1,33
8667,220000.0,1,2,2,31
17302,480000.0,1,2,1,31
5275,20000.0,1,2,2,52
3497,100000.0,2,2,1,33
23729,210000.0,1,2,1,41
1226,20000.0,1,1,2,29
9418,10000.0,1,3,2,24
10799,80000.0,1,1,2,29
22227,170000.0,1,1,2,39
23252,230000.0,2,1,1,36
10534,470000.0,2,1,1,46
21984,60000.0,1,2,1,44
6437,50000.0,2,2,2,46
13183,60000.0,1,1,2,39
11366,140000.0,2,1,2,24
21355,260000.0,2,1,2,25
1825,30000.0,1,2,1,36
16142,260000.0,2,2,2,27
4665,70000.0,2,1,1,29
9582,100000.0,2,2,2,29
15402,360000.0,1,1,1,30
1149,20000.0,1,1,2,26
18652,10000.0,1,2,2,33
21375,20000.0,2,1,2,24
13323,50000.0,2,2,2,25
19644,20000.0,1,3,2,34
5446,150000.0,1,1,2,29
24295,100000.0,2,2,1,49
5649,90000.0,2,2,1,42
16219,50000.0,1,1,2,34
18193,30000.0,2,3,2,40
3413,30000.0,1,2,1,23
25517,50000.0,2,2,1,37
10,50000.0,1,3,2,37
26386,180000.0,2,4,1,44
9183,360000.0,2,1,2,44
23063,150000.0,2,2,2,25
11425,100000.0,2,2,2,22
18722,50000.0,1,2,2,26
2265,250000.0,2,1,2,30
13818,180000.0,2,3,1,44
7112,90000.0,2,2,1,43
29770,60000.0,1,2,3,46
12905,280000.0,2,1,2,30
27596,130000.0,2,2,1,35
224,50000.0,2,2,1,35
7750,90000.0,1,1,2,26
13192,80000.0,1,1,2,26
20971,370000.0,1,2,1,55
12828,90000.0,2,5,2,23
23914,120000.0,1,1,2,30
28298,80000.0,2,2,1,26
2564,80000.0,2,2,1,51
7597,120000.0,2,3,1,30
1352,150000.0,1,1,2,35
28540,50000.0,1,2,2,26
2663,100000.0,2,1,2,28
14524,70000.0,2,2,2,30
11529,150000.0,2,2,1,39
2375,120000.0,2,1,2,28
17856,360000.0,2,2,1,48
2807,50000.0,1,2,2,25
16462,160000.0,1,3,2,31
13031,160000.0,1,1,2,27
16300,280000.0,2,1,2,35
29942,250000.0,1,1,1,50
8827,210000.0,1,1,2,28
14332,50000.0,2,2,1,29
29286,140000.0,1,1,1,56
22381,300000.0,2,4,1,48
18537,50000.0,2,2,1,46
250,80000.0,2,3,1,51
19583,80000.0,2,1,2,24
11749,250000.0,1,1,1,55
26401,30000.0,2,2,1,29
1901,120000.0,1,1,1,44
1635,300000.0,2,2,2,48
27392,50000.0,2,2,2,22
17191,40000.0,1,1,2,26
6226,350000.0,2,1,2,44
7565,30000.0,2,2,2,25
26649,250000.0,2,2,1,50
16712,80000.0,2,1,2,23
12387,20000.0,2,3,1,26
28099,190000.0,1,1,2,32
15064,30000.0,2,2,2,50
26402,260000.0,2,1,2,36
471,20000.0,1,2,2,22
11728,100000.0,2,3,1,46
6218,50000.0,1,3,1,59
28012,250000.0,1,2,1,50
21570,230000.0,1,3,2,41
7271,50000.0,2,1,2,28
7464,120000.0,2,2,2,40
21809,50000.0,1,1,2,26
20586,350000.0,2,1,2,31
11677,160000.0,2,2,2,23
24777,300000.0,1,1,1,45
15060,50000.0,2,2,1,36
6768,20000.0,2,2,2,22
4130,500000.0,1,1,1,46
11403,60000.0,2,2,2,23
576,40000.0,2,1,2,26
18316,250000.0,2,1,1,32
11840,50000.0,2,3,2,44
18715,70000.0,1,2,2,28
15858,80000.0,2,3,1,49
21643,450000.0,2,1,2,31
8021,170000.0,2,1,2,29
3168,50000.0,1,1,1,39
19577,230000.0,2,3,2,39
13847,220000.0,2,1,1,31
2030,290000.0,2,1,1,40
4678,90000.0,2,3,2,22
24176,30000.0,2,2,2,22
15923,450000.0,1,5,1,35
6528,30000.0,2,3,2,53
21169,220000.0,1,1,2,25
15505,200000.0,2,3,2,43
5076,60000.0,2,1,2,33
