ID,MONTH,PAY,BILL_AMT,PAY_AMT
11070,APRIL,0.0,56776.0,1292.0
11070,MARCH,0.0,37484.0,1010.0
11070,FEBRUARY,0.0,37906.0,772.0
11070,JANUARY,0.0,18387.0,705.0
29104,JUNE,-2.0,0.0,0.0
29104,MAY,-2.0,0.0,0.0
29104,APRIL,-2.0,0.0,0.0
29104,MARCH,-2.0,0.0,0.0
29104,FEBRUARY,-2.0,0.0,0.0
29104,JANUARY,-2.0,0.0,0.0
15494,JUNE,1.0,6087.0,16050.0
15494,MAY,-2.0,16041.0,29989.0
15494,APRIL,-2.0,29977.0,5608.0
15494,MARCH,-2.0,5608.0,0.0
15494,FEBRUARY,-2.0,0.0,0.0
15494,JANUARY,-2.0,0.0,0.0
17967,JUNE,0.0,133115.0,2300.0
17967,MAY,0.0,41300.0,0.0
17967,APRIL,0.0,0.0,0.0
17967,MARCH,-2.0,0.0,0.0
17967,FEBRUARY,-2.0,0.0,2538.0
17967,JANUARY,-1.0,2538.0,47473.0
24928,JUNE,-1.0,2431.0,5030.0
24928,MAY,-1.0,5026.0,3722.0
24928,APRIL,-1.0,3720.0,4300.0
24928,MARCH,-1.0,3465.0,5000.0
24928,FEBRUARY,-1.0,4218.0,2500.0
24928,JANUARY,0.0,2913.0,5400.0
21070,JUNE,-1.0,158.0,0.0
21070,MAY,-1.0,0.0,0.0
21070,APRIL,-2.0,0.0,0.0
21070,MARCH,-2.0,0.0,0.0
21070,FEBRUARY,-2.0,0.0,612.0
21070,JANUARY,-2.0,612.0,1863.0
16047,JUNE,-1.0,441.0,76.0
16047,MAY,-1.0,76.0,0.0
16047,APRIL,-1.0,-21.0,0.0
16047,MARCH,-2.0,-21.0,15258.0
16047,FEBRUARY,-1.0,15237.0,36.0
16047,JANUARY,0.0,7345.0,0.0
23239,JUNE,-1.0,17976.0,1008.0
23239,MAY,0.0,10928.0,650.0
23239,APRIL,-1.0,650.0,1597.0
23239,MARCH,-1.0,1597.0,3750.0
23239,FEBRUARY,-1.0,3750.0,9429.0
23239,JANUARY,-1.0,9429.0,1000.0
15166,JUNE,0.0,79048.0,3000.0
15166,MAY,0.0,80676.0,3100.0
15166,APRIL,0.0,78311.0,7000.0
15166,MARCH,0.0,80777.0,3200.0
15166,FEBRUARY,0.0,79306.0,3500.0
15166,JANUARY,0.0,79195.0,3200.0
15091,JUNE,3.0,97719.0,4500.0
15091,MAY,3.0,99733.0,0.0
15091,APRIL,3.0,97297.0,3700.0
15091,MARCH,3.0,98496.0,3700.0
15091,FEBRUARY,2.0,99683.0,3500.0
15091,JANUARY,2.0,101430.0,3000.0
1296,JUNE,0.0,29662.0,1536.0
1296,MAY,0.0,5384.0,4510.0
1296,APRIL,-1.0,4488.0,2652.0
1296,MARCH,-1.0,2630.0,150.0
1296,FEBRUARY,-1.0,150.0,185.0
1296,JANUARY,2.0,335.0,0.0
24860,JUNE,2.0,18049.0,1536.0
24860,MAY,0.0,14361.0,1600.0
24860,APRIL,0.0,15425.0,1600.0
24860,MARCH,0.0,16460.0,1500.0
24860,FEBRUARY,0.0,17380.0,700.0
24860,JANUARY,0.0,17650.0,2900.0
7415,JUNE,1.0,158954.0,7.0
7415,MAY,2.0,139482.0,6513.0
7415,APRIL,0.0,139869.0,6548.0
7415,MARCH,0.0,139956.0,5300.0
7415,FEBRUARY,0.0,141431.0,11001.0
7415,JANUARY,0.0,149946.0,0.0
21189,JUNE,-2.0,107.0,529.0
21189,MAY,-2.0,529.0,135.0
21189,APRIL,-2.0,135.0,108.0
21189,MARCH,-2.0,108.0,830.0
21189,FEBRUARY,-2.0,830.0,2536.0
21189,JANUARY,-2.0,2536.0,0.0
22989,JUNE,0.0,41428.0,17800.0
22989,MAY,0.0,32303.0,15023.0
22989,APRIL,0.0,20739.0,12925.0
22989,MARCH,-1.0,12925.0,17566.0
22989,FEBRUARY,-1.0,17566.0,11000.0
22989,JANUARY,0.0,14067.0,10349.0
21881,JUNE,-1.0,566.0,5480.0
21881,MAY,-1.0,5477.0,4001.0
21881,APRIL,0.0,7996.0,3000.0
21881,MARCH,0.0,6406.0,3000.0
21881,FEBRUARY,0.0,6040.0,2000.0
21881,JANUARY,0.0,6446.0,5000.0
6815,JUNE,-1.0,4881.0,6691.0
6815,MAY,-1.0,6685.0,30088.0
6815,APRIL,0.0,34484.0,13378.0
6815,MARCH,-1.0,13361.0,127.0
6815,FEBRUARY,0.0,5540.0,12502.0
6815,JANUARY,-1.0,12495.0,109.0
7401,JUNE,0.0,25526.0,1431.0
7401,MAY,0.0,26527.0,1481.0
7401,APRIL,0.0,27577.0,1432.0
7401,MARCH,0.0,28528.0,992.0
7401,FEBRUARY,0.0,28689.0,1027.0
7401,JANUARY,0.0,29289.0,1038.0
695,JUNE,0.0,69235.0,2500.0
695,MAY,0.0,69407.0,3000.0
695,APRIL,0.0,69232.0,3067.0
695,MARCH,0.0,71089.0,2344.0
695,FEBRUARY,0.0,65793.0,2419.0
695,JANUARY,0.0,66651.0,2500.0
29453,JUNE,0.0,18126.0,1347.0
29453,MAY,0.0,19174.0,1268.0
29453,APRIL,0.0,20095.0,1000.0
29453,MARCH,0.0,18583.0,1000.0
29453,FEBRUARY,0.0,19313.0,1000.0
29453,JANUARY,0.0,36046.0,1000.0
21450,JUNE,2.0,37160.0,3500.0
21450,MAY,2.0,39750.0,1500.0
21450,APRIL,2.0,40298.0,1500.0
21450,MARCH,2.0,40835.0,1500.0
21450,FEBRUARY,2.0,41529.0,2000.0
21450,JANUARY,2.0,42697.0,1500.0
23895,JUNE,1.0,228610.0,0.0
23895,MAY,2.0,182982.0,7000.0
23895,APRIL,0.0,150022.0,5000.0
23895,MARCH,0.0,151787.0,5000.0
23895,FEBRUARY,0.0,154922.0,6000.0
23895,JANUARY,0.0,159113.0,6000.0
1134,JUNE,2.0,36649.0,3700.0
1134,MAY,2.0,39448.0,1600.0
1134,APRIL,3.0,40101.0,1600.0
1134,MARCH,3.0,40748.0,0.0
1134,FEBRUARY,3.0,39816.0,1600.0
1134,JANUARY,2.0,40607.0,1600.0
18589,JUNE,-1.0,4900.0,393.0
18589,MAY,-1.0,393.0,0.0
18589,APRIL,-1.0,0.0,814.0
18589,MARCH,-1.0,814.0,0.0
18589,FEBRUARY,-1.0,0.0,0.0
18589,JANUARY,-2.0,0.0,0.0
21825,JUNE,0.0,33142.0,2000.0
21825,MAY,0.0,34048.0,56714.0
21825,APRIL,-1.0,55117.0,4100.0
21825,MARCH,0.0,57782.0,160000.0
21825,FEBRUARY,0.0,184810.0,7000.0
21825,JANUARY,0.0,171006.0,7000.0
28279,JUNE,0.0,23837.0,1800.0
28279,MAY,0.0,24948.0,1400.0
28279,APRIL,0.0,25611.0,4000.0
28279,MARCH,0.0,29245.0,0.0
28279,FEBRUARY,2.0,28686.0,2631.0
28279,JANUARY,0.0,26549.0,500.0
13540,JUNE,0.0,23439.0,5000.0
13540,MAY,0.0,19112.0,1200.0
13540,APRIL,0.0,10730.0,10000.0
13540,MARCH,0.0,20530.0,987.0
13540,FEBRUARY,0.0,987.0,0.0
13540,JANUARY,-2.0,837.0,1017.0
23696,JUNE,0.0,85703.0,3614.0
23696,MAY,0.0,84298.0,2400.0
23696,APRIL,0.0,62201.0,23500.0
23696,MARCH,0.0,81859.0,3800.0
23696,FEBRUARY,0.0,78566.0,3700.0
23696,JANUARY,0.0,77491.0,500.0
9947,JUNE,-1.0,390.0,390.0
9947,MAY,-1.0,390.0,390.0
9947,APRIL,-1.0,390.0,390.0
9947,MARCH,-1.0,390.0,390.0
9947,FEBRUARY,-1.0,390.0,390.0
9947,JANUARY,-1.0,390.0,390.0
29259,JUNE,0.0,137502.0,6112.0
29259,MAY,0.0,127014.0,4202.0
29259,APRIL,0.0,120826.0,4200.0
29259,MARCH,0.0,112211.0,4200.0
29259,FEBRUARY,0.0,110396.0,5000.0
29259,JANUARY,0.0,113386.0,4200.0
13905,JUNE,1.0,191.0,1964.0
13905,MAY,-2.0,1963.0,4729.0
13905,APRIL,-1.0,4729.0,1568.0
13905,MARCH,-1.0,1568.0,4295.0
13905,FEBRUARY,-1.0,4295.0,0.0
13905,JANUARY,-1.0,0.0,1895.0
25243,JUNE,-1.0,99.0,0.0
25243,MAY,-1.0,0.0,0.0
25243,APRIL,-2.0,0.0,0.0
25243,MARCH,-2.0,0.0,2353.0
25243,FEBRUARY,-1.0,2353.0,0.0
25243,JANUARY,-1.0,0.0,0.0
16731,JUNE,0.0,113247.0,3000.0
16731,MAY,-1.0,108550.0,10510.0
16731,APRIL,-1.0,118310.0,4000.0
16731,MARCH,0.0,9904.0,500.0
16731,FEBRUARY,0.0,9905.0,1000.0
16731,JANUARY,0.0,9974.0,2000.0
5783,JUNE,0.0,14302.0,2000.0
5783,MAY,0.0,15748.0,1500.0
5783,APRIL,0.0,16986.0,2000.0
5783,MARCH,0.0,18656.0,1000.0
5783,FEBRUARY,0.0,19101.0,1500.0
5783,JANUARY,0.0,20345.0,3000.0
19961,JUNE,0.0,40246.0,2128.0
19961,MAY,0.0,41679.0,3000.0
19961,APRIL,0.0,41688.0,6000.0
19961,MARCH,0.0,32806.0,1000.0
19961,FEBRUARY,0.0,18609.0,1500.0
19961,JANUARY,0.0,19793.0,705.0
1335,JUNE,1.0,14286.0,1542.0
1335,MAY,2.0,15304.0,0.0
1335,APRIL,2.0,14766.0,539.0
1335,MARCH,0.0,14763.0,2148.0
1335,FEBRUARY,0.0,16662.0,0.0
1335,JANUARY,2.0,16247.0,724.0
10108,JUNE,1.0,213894.0,10040.0
10108,MAY,2.0,218966.0,28341.0
10108,APRIL,2.0,238075.0,0.0
10108,MARCH,3.0,233210.0,6508.0
10108,FEBRUARY,2.0,233833.0,187.0
10108,JANUARY,2.0,190628.0,5000.0
7239,JUNE,-2.0,111348.0,6000.0
7239,MAY,-2.0,109115.0,4044.0
7239,APRIL,-2.0,102598.0,309.0
7239,MARCH,-2.0,3039.0,0.0
7239,FEBRUARY,-2.0,-309.0,0.0
7239,JANUARY,-2.0,-309.0,0.0
28316,JUNE,0.0,6395.0,1200.0
28316,MAY,0.0,7330.0,1500.0
28316,APRIL,0.0,8711.0,1000.0
28316,MARCH,2.0,9409.0,900.0
28316,FEBRUARY,2.0,10153.0,0.0
28316,JANUARY,2.0,9846.0,800.0
1494,JUNE,-1.0,929.0,1732.0
1494,MAY,-1.0,1729.0,0.0
1494,APRIL,-1.0,0.0,0.0
1494,MARCH,-2.0,0.0,0.0
1494,FEBRUARY,-2.0,0.0,0.0
1494,JANUARY,-2.0,0.0,335.0
11437,JUNE,0.0,25150.0,3000.0
11437,MAY,0.0,26253.0,3000.0
11437,APRIL,0.0,27064.0,2000.0
11437,MARCH,0.0,27884.0,2000.0
11437,FEBRUARY,0.0,29190.0,1069.0
11437,JANUARY,0.0,25789.0,1074.0
5942,JUNE,-1.0,18662.0,6224.0
5942,MAY,-1.0,6220.0,199.0
5942,APRIL,-1.0,199.0,200.0
5942,MARCH,-1.0,0.0,10024.0
5942,FEBRUARY,-1.0,10024.0,0.0
5942,JANUARY,-1.0,-18.0,0.0
19984,JUNE,-1.0,1437.0,162.0
19984,MAY,-1.0,162.0,116.0
19984,APRIL,-1.0,116.0,162.0
19984,MARCH,-1.0,162.0,530.0
19984,FEBRUARY,-1.0,530.0,367.0
19984,JANUARY,-1.0,367.0,111.0
1962,JUNE,0.0,94953.0,120656.0
1962,MAY,-1.0,116914.0,3520.0
1962,APRIL,0.0,89799.0,2931.0
1962,MARCH,0.0,89913.0,3180.0
1962,FEBRUARY,0.0,88484.0,3432.0
1962,JANUARY,0.0,90477.0,1116.0
5578,JUNE,0.0,30096.0,1494.0
5578,MAY,0.0,30287.0,1445.0
5578,APRIL,0.0,28823.0,1506.0
5578,MARCH,0.0,26799.0,912.0
5578,FEBRUARY,0.0,25457.0,1097.0
5578,JANUARY,0.0,26143.0,1000.0
6976,JUNE,1.0,15502.0,18000.0
6976,MAY,-1.0,16832.0,16666.0
6976,APRIL,0.0,16832.0,16666.0
6976,MARCH,-1.0,16332.0,16666.0
6976,FEBRUARY,-1.0,16332.0,0.0
6976,JANUARY,-1.0,-334.0,17000.0
12623,JUNE,-1.0,23147.0,70554.0
12623,MAY,-1.0,88848.0,45213.0
12623,APRIL,-1.0,42045.0,400972.0
12623,MARCH,-1.0,400321.0,5456.0
12623,FEBRUARY,0.0,229680.0,100267.0
12623,JANUARY,0.0,265404.0,7530.0
23767,JUNE,-1.0,24465.0,7751.0
23767,MAY,-1.0,7747.0,17016.0
23767,APRIL,-1.0,17002.0,17185.0
23767,MARCH,-1.0,17170.0,14685.0
23767,FEBRUARY,-1.0,14685.0,4328.0
23767,JANUARY,-1.0,4328.0,5827.0
27210,JUNE,-1.0,1017.0,0.0
27210,MAY,-1.0,0.0,0.0
27210,APRIL,-2.0,0.0,0.0
27210,MARCH,-2.0,0.0,0.0
27210,FEBRUARY,-2.0,0.0,11700.0
27210,JANUARY,-1.0,11700.0,121513.0
22183,JUNE,-2.0,316.0,10758.0
22183,MAY,-2.0,10758.0,10613.0
22183,APRIL,-2.0,10613.0,316.0
22183,MARCH,-2.0,316.0,316.0
22183,FEBRUARY,-2.0,316.0,316.0
22183,JANUARY,-2.0,316.0,316.0
11481,JUNE,-2.0,13686.0,1992.0
11481,MAY,-2.0,1992.0,604.0
11481,APRIL,-2.0,604.0,0.0
11481,MARCH,-2.0,0.0,3960.0
11481,FEBRUARY,-2.0,3960.0,0.0
11481,JANUARY,-2.0,0.0,2313.0
1717,JUNE,0.0,174847.0,12151.0
1717,MAY,0.0,181556.0,0.0
1717,APRIL,2.0,94532.0,2000.0
1717,MARCH,0.0,22800.0,75206.0
1717,FEBRUARY,0.0,96940.0,4110.0
1717,JANUARY,0.0,99550.0,1807.0
10557,JUNE,0.0,180754.0,3085.0
10557,MAY,0.0,85936.0,4000.0
10557,APRIL,0.0,88542.0,5000.0
10557,MARCH,0.0,92055.0,3514.0
10557,FEBRUARY,0.0,94038.0,3478.0
10557,JANUARY,0.0,95849.0,3517.0
25287,JUNE,0.0,38494.0,1516.0
25287,MAY,0.0,38667.0,1693.0
25287,APRIL,0.0,32794.0,2007.0
25287,MARCH,0.0,30786.0,1007.0
25287,FEBRUARY,0.0,24250.0,1000.0
25287,JANUARY,0.0,20052.0,1000.0
11075,JUNE,-1.0,11806.0,10000.0
11075,MAY,0.0,13535.0,6000.0
11075,APRIL,0.0,18784.0,23000.0
11075,MARCH,0.0,26069.0,400.0
11075,FEBRUARY,0.0,20007.0,5857.0
11075,JANUARY,0.0,15857.0,6500.0
20004,JUNE,-2.0,0.0,0.0
20004,MAY,-2.0,0.0,0.0
20004,APRIL,-2.0,0.0,0.0
20004,MARCH,-2.0,0.0,0.0
20004,FEBRUARY,-2.0,0.0,0.0
20004,JANUARY,-2.0,0.0,0.0
4771,JUNE,1.0,77208.0,0.0
4771,MAY,2.0,75377.0,3475.0
4771,APRIL,0.0,77044.0,3263.0
4771,MARCH,0.0,78333.0,2805.0
4771,FEBRUARY,0.0,78130.0,2888.0
4771,JANUARY,0.0,77761.0,2680.0
9104,JUNE,-1.0,764.0,1105.0
9104,MAY,-1.0,1100.0,500.0
9104,APRIL,-1.0,500.0,2499.0
9104,MARCH,-1.0,2499.0,1500.0
9104,FEBRUARY,-1.0,1500.0,600.0
9104,JANUARY,-1.0,600.0,2100.0
25611,JUNE,0.0,59059.0,3800.0
25611,MAY,0.0,50579.0,1900.0
25611,APRIL,2.0,24193.0,0.0
25611,MARCH,2.0,23511.0,1200.0
25611,FEBRUARY,0.0,24019.0,1000.0
25611,JANUARY,0.0,24481.0,3500.0
5567,JUNE,-2.0,10989.0,228.0
5567,MAY,-2.0,228.0,1541.0
5567,APRIL,-2.0,1540.0,0.0
5567,MARCH,-2.0,0.0,0.0
5567,FEBRUARY,-2.0,0.0,0.0
5567,JANUARY,-2.0,0.0,0.0
9009,JUNE,-2.0,2895.0,0.0
9009,MAY,-2.0,-1.0,0.0
9009,APRIL,-2.0,-1.0,301.0
9009,MARCH,-2.0,300.0,90.0
9009,FEBRUARY,-2.0,90.0,2204.0
9009,JANUARY,-2.0,2194.0,547.0
3777,JUNE,3.0,52659.0,4.0
3777,MAY,2.0,51213.0,2346.0
3777,APRIL,0.0,51696.0,2155.0
3777,MARCH,0.0,50422.0,1046.0
3777,FEBRUARY,0.0,30145.0,1073.0
3777,JANUARY,0.0,30203.0,1246.0
14690,JUNE,0.0,60219.0,22694.0
14690,MAY,0.0,45680.0,36063.0
14690,APRIL,-1.0,30878.0,67000.0
14690,MARCH,-1.0,66017.0,36545.0
14690,FEBRUARY,0.0,83049.0,0.0
14690,JANUARY,0.0,16775.0,0.0
25944,JUNE,-1.0,7770.0,5846.0
25944,MAY,-1.0,3266.0,200.0
25944,APRIL,-1.0,200.0,15845.0
25944,MARCH,-1.0,15845.0,0.0
25944,FEBRUARY,0.0,15845.0,0.0
25944,JANUARY,0.0,-39.0,0.0
28038,JUNE,0.0,62988.0,2847.0
28038,MAY,0.0,63056.0,2303.0
28038,APRIL,0.0,63741.0,2284.0
28038,MARCH,0.0,64096.0,2280.0
28038,FEBRUARY,0.0,64473.0,2345.0
28038,JANUARY,0.0,64927.0,2333.0
5111,JUNE,0.0,63376.0,5000.0
5111,MAY,0.0,67293.0,1317.0
5111,APRIL,0.0,67536.0,11380.0
5111,MARCH,0.0,77697.0,6508.0
5111,FEBRUARY,0.0,82888.0,6540.0
5111,JANUARY,0.0,88048.0,6671.0
20783,JUNE,1.0,-2225.0,12.0
20783,MAY,-2.0,-8523.0,16.0
20783,APRIL,-2.0,-10951.0,103751.0
20783,MARCH,-1.0,88670.0,117086.0
20783,FEBRUARY,0.0,199444.0,6146.0
20783,JANUARY,0.0,178706.0,4501.0
495,JUNE,-1.0,2197.0,3613.0
495,MAY,-1.0,3613.0,1500.0
495,APRIL,0.0,4820.0,867.0
495,MARCH,-1.0,867.0,1500.0
495,FEBRUARY,-1.0,1154.0,1500.0
495,JANUARY,0.0,2473.0,3700.0
22309,JUNE,0.0,20708.0,6545.0
22309,MAY,0.0,26286.0,8807.0
22309,APRIL,0.0,18209.0,5500.0
22309,MARCH,-1.0,5471.0,4000.0
22309,FEBRUARY,0.0,6896.0,3500.0
22309,JANUARY,0.0,9506.0,1000.0
1273,JUNE,0.0,140876.0,3600.0
1273,MAY,0.0,48005.0,4015.0
1273,APRIL,0.0,13650.0,600.0
1273,MARCH,0.0,12371.0,500.0
1273,FEBRUARY,0.0,12511.0,800.0
1273,JANUARY,0.0,10697.0,119.0
26012,JUNE,1.0,221341.0,7000.0
26012,MAY,2.0,213264.0,7500.0
26012,APRIL,0.0,207403.0,7300.0
26012,MARCH,0.0,201331.0,7000.0
26012,FEBRUARY,0.0,195040.0,7000.0
26012,JANUARY,0.0,188968.0,5869.0
21937,JUNE,0.0,194314.0,9010.0
21937,MAY,0.0,179206.0,35000.0
21937,APRIL,0.0,193992.0,5000.0
21937,MARCH,0.0,174675.0,6000.0
21937,FEBRUARY,0.0,171253.0,5000.0
21937,JANUARY,0.0,169121.0,4400.0
11142,JUNE,2.0,15166.0,0.0
11142,MAY,2.0,14638.0,1500.0
11142,APRIL,0.0,15582.0,2500.0
11142,MARCH,0.0,17809.0,0.0
11142,FEBRUARY,2.0,17385.0,1500.0
11142,JANUARY,0.0,18437.0,1500.0
13430,JUNE,-1.0,3015.0,1000.0
13430,MAY,0.0,2620.0,1330.0
13430,APRIL,-1.0,1330.0,0.0
13430,MARCH,-1.0,0.0,0.0
13430,FEBRUARY,-2.0,0.0,0.0
13430,JANUARY,-2.0,0.0,0.0
3402,JUNE,-1.0,578.0,7129.0
3402,MAY,-1.0,7124.0,7620.0
3402,APRIL,-1.0,7620.0,0.0
3402,MARCH,-1.0,0.0,4788.0
3402,FEBRUARY,-1.0,4788.0,0.0
3402,JANUARY,-1.0,0.0,7026.0
7522,JUNE,-1.0,574.0,801.0
7522,MAY,-1.0,801.0,686.0
7522,APRIL,-1.0,686.0,527.0
7522,MARCH,-1.0,527.0,312.0
7522,FEBRUARY,-1.0,312.0,442.0
7522,JANUARY,-1.0,442.0,8016.0
8289,JUNE,-2.0,1470.0,0.0
8289,MAY,-2.0,0.0,1470.0
8289,APRIL,-2.0,1470.0,735.0
8289,MARCH,-2.0,735.0,419.0
8289,FEBRUARY,-2.0,419.0,316.0
8289,JANUARY,-2.0,316.0,735.0
26164,JUNE,0.0,18497.0,3153.0
26164,MAY,0.0,21016.0,1800.0
26164,APRIL,2.0,22178.0,0.0
26164,MARCH,2.0,21529.0,3000.0
26164,FEBRUARY,2.0,23863.0,0.0
26164,JANUARY,2.0,22357.0,4255.0
15617,JUNE,0.0,59688.0,3000.0
15617,MAY,0.0,57627.0,3000.0
15617,APRIL,0.0,58417.0,2000.0
15617,MARCH,0.0,49050.0,2000.0
15617,FEBRUARY,0.0,49722.0,2000.0
15617,JANUARY,0.0,48898.0,3000.0
28742,JUNE,0.0,87987.0,4000.0
28742,MAY,0.0,86380.0,3900.0
28742,APRIL,0.0,88597.0,3000.0
28742,MARCH,0.0,84861.0,2000.0
28742,FEBRUARY,0.0,69750.0,2000.0
28742,JANUARY,0.0,47394.0,2000.0
10734,JUNE,0.0,334125.0,13562.0
10734,MAY,0.0,335778.0,15000.0
10734,APRIL,0.0,343792.0,12000.0
10734,MARCH,0.0,301895.0,8120.0
10734,FEBRUARY,0.0,198944.0,7720.0
10734,JANUARY,0.0,197439.0,4000.0
6561,JUNE,1.0,0.0,0.0
6561,MAY,-2.0,0.0,0.0
6561,APRIL,-2.0,0.0,0.0
6561,MARCH,-2.0,0.0,0.0
6561,FEBRUARY,-2.0,0.0,0.0
6561,JANUARY,-2.0,0.0,0.0
3474,JUNE,-1.0,76121.0,2456.0
3474,MAY,0.0,70109.0,2053.0
3474,APRIL,0.0,58186.0,1812.0
3474,MARCH,0.0,56234.0,1819.0
3474,FEBRUARY,0.0,53229.0,1686.0
3474,JANUARY,0.0,45519.0,1224.0
22527,JUNE,0.0,127125.0,4000.0
22527,MAY,0.0,78165.0,3000.0
22527,APRIL,0.0,79306.0,3000.0
22527,MARCH,0.0,80974.0,5000.0
22527,FEBRUARY,0.0,83635.0,5000.0
22527,JANUARY,0.0,87287.0,5000.0
8493,JUNE,0.0,333549.0,15047.0
8493,MAY,0.0,342782.0,15000.0
8493,APRIL,0.0,340216.0,14000.0
8493,MARCH,0.0,344545.0,5008.0
8493,FEBRUARY,0.0,140386.0,10055.0
8493,JANUARY,0.0,144042.0,30015.0
1769,JUNE,-1.0,3646.0,4000.0
1769,MAY,-1.0,7374.0,0.0
1769,APRIL,2.0,6714.0,2000.0
1769,MARCH,0.0,4432.0,3000.0
1769,FEBRUARY,0.0,6652.0,0.0
1769,JANUARY,2.0,6095.0,3870.0
18660,JUNE,-1.0,4052.0,4520.0
18660,MAY,-1.0,4503.0,0.0
18660,APRIL,-1.0,0.0,1115.0
18660,MARCH,-1.0,1115.0,1336.0
18660,FEBRUARY,-1.0,1336.0,1878.0
18660,JANUARY,-1.0,1878.0,0.0
167,JUNE,0.0,107148.0,9500.0
167,MAY,0.0,113396.0,0.0
167,APRIL,2.0,110084.0,4019.0
167,MARCH,0.0,112272.0,4317.0
167,FEBRUARY,0.0,114779.0,4204.0
167,JANUARY,0.0,116920.0,4314.0
4221,JUNE,-2.0,6421.0,1064.0
4221,MAY,-2.0,846.0,4974.0
4221,APRIL,-2.0,4292.0,0.0
4221,MARCH,-2.0,0.0,0.0
4221,FEBRUARY,-2.0,0.0,0.0
4221,JANUARY,-2.0,0.0,0.0
14578,JUNE,0.0,179851.0,10005.0
14578,MAY,0.0,186961.0,20117.0
14578,APRIL,0.0,201703.0,15018.0
14578,MARCH,0.0,189455.0,10027.0
14578,FEBRUARY,0.0,194373.0,20057.0
14578,JANUARY,0.0,207022.0,17000.0
25044,JUNE,0.0,50224.0,10000.0
25044,MAY,0.0,58639.0,10000.0
25044,APRIL,0.0,11512.0,0.0
25044,MARCH,2.0,10586.0,10000.0
25044,FEBRUARY,2.0,20389.0,0.0
25044,JANUARY,2.0,17369.0,33000.0
16450,JUNE,0.0,225478.0,10026.0
16450,MAY,0.0,225603.0,10006.0
16450,APRIL,0.0,216488.0,7000.0
16450,MARCH,0.0,152892.0,5000.0
16450,FEBRUARY,0.0,150051.0,5200.0
16450,JANUARY,0.0,146287.0,5500.0
12615,JUNE,0.0,49716.0,2000.0
12615,MAY,0.0,50198.0,1845.0
12615,APRIL,0.0,50543.0,1772.0
12615,MARCH,0.0,50774.0,1768.0
12615,FEBRUARY,0.0,51074.0,1808.0
12615,JANUARY,0.0,50425.0,1764.0
11151,JUNE,0.0,15513.0,3000.0
11151,MAY,0.0,17908.0,1666.0
11151,APRIL,0.0,18652.0,1500.0
11151,MARCH,0.0,19156.0,592.0
11151,FEBRUARY,0.0,19206.0,1284.0
11151,JANUARY,0.0,19948.0,0.0
13322,JUNE,3.0,31895.0,0.0
13322,MAY,2.0,31091.0,2300.0
13322,APRIL,2.0,31002.0,0.0
13322,MARCH,2.0,29879.0,996.0
13322,FEBRUARY,0.0,29382.0,1000.0
13322,JANUARY,0.0,23110.0,0.0
7919,JUNE,0.0,50889.0,10000.0
7919,MAY,0.0,45881.0,9000.0
7919,APRIL,0.0,36578.0,10000.0
7919,MARCH,0.0,37717.0,30000.0
7919,FEBRUARY,0.0,58311.0,9000.0
7919,JANUARY,0.0,58467.0,1800.0
13413,JUNE,1.0,8557.0,0.0
13413,MAY,2.0,8271.0,3000.0
13413,APRIL,2.0,11127.0,0.0
13413,MARCH,2.0,10657.0,1000.0
13413,FEBRUARY,0.0,11178.0,1000.0
13413,JANUARY,0.0,11840.0,1900.0
736,JUNE,-2.0,1789.0,16745.0
736,MAY,-2.0,16745.0,1464.0
736,APRIL,-2.0,1464.0,1466.0
736,MARCH,-2.0,1466.0,1691.0
736,FEBRUARY,-2.0,1691.0,4565.0
736,JANUARY,-2.0,4565.0,4570.0
15419,JUNE,-1.0,958.0,1546.0
15419,MAY,-1.0,1546.0,1156.0
15419,APRIL,-1.0,1156.0,9646.0
15419,MARCH,-1.0,9646.0,130.0
15419,FEBRUARY,0.0,6510.0,50.0
15419,JANUARY,0.0,2514.0,0.0
3479,JUNE,0.0,30247.0,1590.0
3479,MAY,0.0,29118.0,1469.0
3479,APRIL,0.0,29997.0,929.0
3479,MARCH,0.0,30067.0,1265.0
3479,FEBRUARY,0.0,26709.0,886.0
3479,JANUARY,0.0,13836.0,66.0
3428,JUNE,2.0,10555.0,1000.0
3428,MAY,2.0,11084.0,2000.0
3428,APRIL,2.0,12605.0,1000.0
3428,MARCH,2.0,13102.0,0.0
3428,FEBRUARY,2.0,12595.0,2000.0
3428,JANUARY,2.0,14386.0,0.0
11417,JUNE,2.0,114091.0,12100.0
11417,MAY,2.0,124233.0,5000.0
11417,APRIL,2.0,125768.0,4200.0
11417,MARCH,0.0,126202.0,3000.0
11417,FEBRUARY,0.0,127677.0,5000.0
11417,JANUARY,0.0,99764.0,2000.0
7467,JUNE,0.0,9102.0,2000.0
7467,MAY,0.0,10626.0,5000.0
7467,APRIL,0.0,15003.0,0.0
7467,MARCH,2.0,9270.0,49920.0
7467,FEBRUARY,-1.0,46193.0,1500.0
7467,JANUARY,0.0,30774.0,4000.0
6887,JUNE,0.0,53490.0,1952.0
6887,MAY,0.0,54552.0,2627.0
6887,APRIL,0.0,56300.0,2063.0
6887,MARCH,0.0,56831.0,2072.0
6887,FEBRUARY,0.0,57958.0,2303.0
6887,JANUARY,0.0,59330.0,2500.0
27792,JUNE,2.0,50747.0,0.0
27792,MAY,2.0,49666.0,4500.0
27792,APRIL,2.0,52727.0,0.0
